34.69118,-1.966135|34.70118,-1.956135
33.23375200000001,-8.483402000000007|33.24175200000001,-8.475402000000008
33.23375200000001,-8.475402000000008|33.24175200000001,-8.467402000000009
33.23375200000001,-8.467402000000009|33.24175200000001,-8.45940200000001
33.24175200000001,-8.539402|33.249752000000015,-8.531402000000002
33.24175200000001,-8.531402000000002|33.249752000000015,-8.523402000000003
33.24175200000001,-8.523402000000003|33.249752000000015,-8.515402000000003
33.24175200000001,-8.515402000000003|33.249752000000015,-8.507402000000004
33.24175200000001,-8.507402000000004|33.249752000000015,-8.499402000000005
33.24175200000001,-8.499402000000005|33.249752000000015,-8.491402000000006
33.24175200000001,-8.491402000000006|33.249752000000015,-8.483402000000007
33.24175200000001,-8.483402000000007|33.249752000000015,-8.475402000000008
33.24175200000001,-8.475402000000008|33.249752000000015,-8.467402000000009
33.24175200000001,-8.467402000000009|33.249752000000015,-8.45940200000001
33.249752000000015,-8.531402000000002|33.25775200000002,-8.523402000000003
33.249752000000015,-8.523402000000003|33.25775200000002,-8.515402000000003
33.249752000000015,-8.515402000000003|33.25775200000002,-8.507402000000004
33.249752000000015,-8.507402000000004|33.25775200000002,-8.499402000000005
33.249752000000015,-8.499402000000005|33.25775200000002,-8.491402000000006
33.25775200000002,-8.515402000000003|33.26575200000002,-8.507402000000004
33.25775200000002,-8.507402000000004|33.26575200000002,-8.499402000000005
34.382222,-2.9303842|34.4245945,-2.867084
32.1897782,-9.274596|32.3400579,-9.1878758
32.9085379,-5.6885456|32.9633633,-5.6401671
27.0982188,-13.2497249|27.1851764,-13.1126104
32.8374634,-6.9704905|32.9078135,-6.8698089
32.2991047,-6.4209096|32.3622376,-6.3134217
30.3080613,-9.5487693|30.3704413,-9.4475127
34.1930894,-4.0435258|34.2451054,-3.9682952
32.95985,-7.6794462|33.0360105,-7.5765481
33.2303013,-7.6135675|33.2984571,-7.5456047
33.7981935,-6.1061347|33.8472772,-6.0529346
34.9814246,-5.959752|35.0290453,-5.8719349
28.9493493,-10.1136012|29.0414134,-10.0247911
34.8925665,-2.3520913|34.95372,-2.2935258
32.162564,-7.1333992|32.6763012,-6.4234312
32.8406586,-6.5948863|32.8824673,-6.5418976
34.2432865,-5.9506191|34.2846227,-5.8939639
31.8995639,-4.4739562|31.9607528,-4.3969254
34.20885,-3.3859132|34.2614687,-3.3161958
30.3953457,-9.2106761|30.3955632,-9.2103971
32.2005936,-7.971871|32.2640592,-7.9150736
33.8037156,-4.8540956|33.8469011,-4.796191
34.1893964,-5.7434732|34.2561479,-5.6742883
29.6436086,-9.7683916|29.7456727,-9.6542367
32.2233321,-8.5623851|32.2799257,-8.5032463
32.2758459,-6.7284038|32.3096995,-6.6846387
33.5457045,-7.0368564|33.8628205,-6.7300487
35.210117,-3.9648201|35.2619673,-3.9129991
35.6642873,-5.3962827|35.7940815,-5.2733302
32.6655738,-4.75753|32.7048522,-4.7227696
33.4232762,-5.2413328|33.4562031,-5.20258
32.030348,-7.4291636|32.0737054,-7.3769199
33.7785935,-6.8371701|33.8260685,-6.7565703
33.5952831,-7.4004742|33.7129151,-7.2761677
34.9807754,-3.0498669|35.0490781,-2.9322875
32.573717,-6.2900541|32.6193944,-6.2374593
32.7484496,-6.4146366|32.7884496,-6.3638159
34.288958,-2.215932|34.3242303,-2.1494562
33.1472902,-5.5843573|33.1791558,-5.54792
34.5577059,-2.529601|34.5972472,-2.4774451
33.2757505,-8.3653162|33.2979785,-8.3312045
30.2886291,-5.8763981|30.4168521,-5.806489
31.540106,-7.6952362|31.6036418,-7.6094398
31.9365745,-6.6009829|31.9801356,-6.557168
34.2917583,-6.3241065|34.3236255,-6.2630616
34.9239446,-2.7720523|34.9599971,-2.6995897
32.9334889,-6.0598719|33.3320805,-5.622788
35.1368978,-3.0207148|35.1672638,-2.9678455
35.1173519,-3.8743216|35.1690652,-3.8145357
34.5646147,-5.9935373|34.5881943,-5.9396586
31.8100469,-7.3929436|31.8558047,-7.2892623
31.7088011,-7.041966|31.7464712,-6.9713741
31.41555,-4.2481915|31.4502671,-4.2216473
31.3540013,-8.182202|31.5517456,-7.9383299
32.5154983,-1.9771849|32.5414225,-1.9475748
32.7829096,-8.6280418|32.9832006,-8.4525868
34.4822912,-5.5210344|34.5012676,-5.4953467
33.9258782,-5.2303847|33.9490924,-5.1895829
31.5107527,-8.7979924|31.5630577,-8.7225473
34.0347378,-4.455985|34.0660815,-4.4009675
32.3586096,-6.443526|32.4972396,-6.2294793
34.8193173,-6.2994855|34.9436042,-6.1087847
33.0363515,-4.0341003|33.0721612,-3.9694569
32.6275217,-5.9390526|32.6546646,-5.9017613
34.1101916,-6.7500597|34.1289725,-6.7281085
33.8453083,-5.0130057|33.9865258,-4.9049967
30.6403975,-8.4750511|30.6410422,-8.4744492
33.360992,-8.0119534|33.3872106,-7.9797384
34.6992384,-1.8828777|34.7002035,-1.8818119
31.4966049,-5.0473567|31.5181189,-5.0198051
31.6706236,-4.9743491|31.6982283,-4.9244815
31.2680614,-4.2813221|31.2912378,-4.2511956
33.6599255,-5.3957006|33.7042786,-5.3527197
34.785403,-5.603898|34.8128705,-5.5509302
31.4725946,-5.605685|31.5626317,-5.453224
31.357007039600816,-5.992386437543246|31.407102454451334,-5.972780343154255
31.244368910561647,-6.1000938605060355|31.326226972439144,-6.002537312691885
31.17121233612204,-6.223988925889699|31.25464125317457,-6.1013336967160114
23.564786272190574,-16.00889719390679|23.935474550128816,-15.664846711416772
34.86859692267201,-6.299171385515734|34.89605014152727,-6.26082938974136
33.16931878870015,-8.622172635592165|33.238444189402315,-8.522831497502494
21.546488034890597,-17.095749659159083|21.846488034890598,-16.795749659159082
21.546488034890597,-16.795749659159082|21.846488034890598,-16.49574965915908
21.546488034890597,-16.49574965915908|21.846488034890598,-16.19574965915908
21.546488034890597,-16.19574965915908|21.846488034890598,-15.89574965915908
21.546488034890597,-15.89574965915908|21.846488034890598,-15.595749659159079
21.546488034890597,-15.595749659159079|21.846488034890598,-15.295749659159078
21.546488034890597,-15.295749659159078|21.846488034890598,-14.995749659159078
21.546488034890597,-14.995749659159078|21.846488034890598,-14.695749659159077
21.846488034890598,-16.795749659159082|22.1464880348906,-16.49574965915908
21.846488034890598,-16.49574965915908|22.1464880348906,-16.19574965915908
21.846488034890598,-16.19574965915908|22.1464880348906,-15.89574965915908
21.846488034890598,-15.89574965915908|22.1464880348906,-15.595749659159079
21.846488034890598,-15.595749659159079|22.1464880348906,-15.295749659159078
21.846488034890598,-15.295749659159078|22.1464880348906,-14.995749659159078
21.846488034890598,-14.995749659159078|22.1464880348906,-14.695749659159077
21.846488034890598,-14.695749659159077|22.1464880348906,-14.395749659159076
22.1464880348906,-16.795749659159082|22.4464880348906,-16.49574965915908
22.1464880348906,-16.49574965915908|22.4464880348906,-16.19574965915908
22.1464880348906,-16.19574965915908|22.4464880348906,-15.89574965915908
22.1464880348906,-15.89574965915908|22.4464880348906,-15.595749659159079
22.1464880348906,-15.595749659159079|22.4464880348906,-15.295749659159078
22.1464880348906,-15.295749659159078|22.4464880348906,-14.995749659159078
22.1464880348906,-14.995749659159078|22.4464880348906,-14.695749659159077
22.1464880348906,-14.695749659159077|22.4464880348906,-14.395749659159076
22.1464880348906,-14.395749659159076|22.4464880348906,-14.095749659159075
22.4464880348906,-16.49574965915908|22.7464880348906,-16.19574965915908
22.4464880348906,-16.19574965915908|22.7464880348906,-15.89574965915908
22.4464880348906,-15.89574965915908|22.7464880348906,-15.595749659159079
22.4464880348906,-15.595749659159079|22.7464880348906,-15.295749659159078
22.4464880348906,-15.295749659159078|22.7464880348906,-14.995749659159078
22.4464880348906,-14.995749659159078|22.7464880348906,-14.695749659159077
22.4464880348906,-14.695749659159077|22.7464880348906,-14.395749659159076
22.4464880348906,-14.395749659159076|22.7464880348906,-14.095749659159075
22.7464880348906,-16.19574965915908|23.0464880348906,-15.89574965915908
22.7464880348906,-15.89574965915908|23.0464880348906,-15.595749659159079
22.7464880348906,-15.595749659159079|23.0464880348906,-15.295749659159078
22.7464880348906,-15.295749659159078|23.0464880348906,-14.995749659159078
22.7464880348906,-14.995749659159078|23.0464880348906,-14.695749659159077
22.7464880348906,-14.695749659159077|23.0464880348906,-14.395749659159076
22.7464880348906,-14.395749659159076|23.0464880348906,-14.095749659159075
23.0464880348906,-16.19574965915908|23.3464880348906,-15.89574965915908
23.0464880348906,-15.89574965915908|23.3464880348906,-15.595749659159079
23.0464880348906,-15.595749659159079|23.3464880348906,-15.295749659159078
23.0464880348906,-15.295749659159078|23.3464880348906,-14.995749659159078
23.0464880348906,-14.995749659159078|23.3464880348906,-14.695749659159077
23.0464880348906,-14.695749659159077|23.3464880348906,-14.395749659159076
23.0464880348906,-14.395749659159076|23.3464880348906,-14.095749659159075
23.3464880348906,-15.595749659159079|23.646488034890602,-15.295749659159078
23.3464880348906,-15.295749659159078|23.646488034890602,-14.995749659159078
23.3464880348906,-14.995749659159078|23.646488034890602,-14.695749659159077
23.3464880348906,-14.695749659159077|23.646488034890602,-14.395749659159076
23.3464880348906,-14.395749659159076|23.646488034890602,-14.095749659159075
23.646488034890602,-15.595749659159079|23.946488034890603,-15.295749659159078
23.646488034890602,-15.295749659159078|23.946488034890603,-14.995749659159078
23.646488034890602,-14.995749659159078|23.946488034890603,-14.695749659159077
23.646488034890602,-14.695749659159077|23.946488034890603,-14.395749659159076
23.646488034890602,-14.395749659159076|23.946488034890603,-14.095749659159075
23.646488034890602,-14.095749659159075|23.946488034890603,-13.795749659159075
23.946488034890603,-15.595749659159079|24.246488034890604,-15.295749659159078
23.946488034890603,-15.295749659159078|24.246488034890604,-14.995749659159078
23.946488034890603,-14.995749659159078|24.246488034890604,-14.695749659159077
23.946488034890603,-14.695749659159077|24.246488034890604,-14.395749659159076
23.946488034890603,-14.395749659159076|24.246488034890604,-14.095749659159075
23.946488034890603,-14.095749659159075|24.246488034890604,-13.795749659159075
23.946488034890603,-13.795749659159075|24.246488034890604,-13.495749659159074
23.946488034890603,-13.495749659159074|24.246488034890604,-13.195749659159073
24.246488034890604,-15.295749659159078|24.546488034890604,-14.995749659159078
24.246488034890604,-14.995749659159078|24.546488034890604,-14.695749659159077
24.246488034890604,-14.695749659159077|24.546488034890604,-14.395749659159076
24.246488034890604,-14.395749659159076|24.546488034890604,-14.095749659159075
24.246488034890604,-14.095749659159075|24.546488034890604,-13.795749659159075
24.246488034890604,-13.795749659159075|24.546488034890604,-13.495749659159074
24.246488034890604,-13.495749659159074|24.546488034890604,-13.195749659159073
24.246488034890604,-13.195749659159073|24.546488034890604,-12.895749659159073
24.546488034890604,-14.995749659159078|24.846488034890605,-14.695749659159077
24.546488034890604,-14.695749659159077|24.846488034890605,-14.395749659159076
24.546488034890604,-14.395749659159076|24.846488034890605,-14.095749659159075
24.546488034890604,-14.095749659159075|24.846488034890605,-13.795749659159075
24.546488034890604,-13.795749659159075|24.846488034890605,-13.495749659159074
24.546488034890604,-13.495749659159074|24.846488034890605,-13.195749659159073
24.546488034890604,-13.195749659159073|24.846488034890605,-12.895749659159073
24.546488034890604,-12.895749659159073|24.846488034890605,-12.595749659159072
24.846488034890605,-14.995749659159078|25.146488034890606,-14.695749659159077
24.846488034890605,-14.695749659159077|25.146488034890606,-14.395749659159076
24.846488034890605,-14.395749659159076|25.146488034890606,-14.095749659159075
24.846488034890605,-14.095749659159075|25.146488034890606,-13.795749659159075
24.846488034890605,-13.795749659159075|25.146488034890606,-13.495749659159074
24.846488034890605,-13.495749659159074|25.146488034890606,-13.195749659159073
24.846488034890605,-13.195749659159073|25.146488034890606,-12.895749659159073
24.846488034890605,-12.895749659159073|25.146488034890606,-12.595749659159072
24.846488034890605,-12.595749659159072|25.146488034890606,-12.295749659159071
25.146488034890606,-14.995749659159078|25.446488034890606,-14.695749659159077
25.146488034890606,-14.695749659159077|25.446488034890606,-14.395749659159076
25.146488034890606,-14.395749659159076|25.446488034890606,-14.095749659159075
25.146488034890606,-14.095749659159075|25.446488034890606,-13.795749659159075
25.146488034890606,-13.795749659159075|25.446488034890606,-13.495749659159074
25.146488034890606,-13.495749659159074|25.446488034890606,-13.195749659159073
25.146488034890606,-13.195749659159073|25.446488034890606,-12.895749659159073
25.146488034890606,-12.895749659159073|25.446488034890606,-12.595749659159072
25.146488034890606,-12.595749659159072|25.446488034890606,-12.295749659159071
25.446488034890606,-14.695749659159077|25.746488034890607,-14.395749659159076
25.446488034890606,-14.395749659159076|25.746488034890607,-14.095749659159075
25.446488034890606,-14.095749659159075|25.746488034890607,-13.795749659159075
25.446488034890606,-13.795749659159075|25.746488034890607,-13.495749659159074
25.446488034890606,-13.495749659159074|25.746488034890607,-13.195749659159073
25.446488034890606,-13.195749659159073|25.746488034890607,-12.895749659159073
25.446488034890606,-12.895749659159073|25.746488034890607,-12.595749659159072
25.446488034890606,-12.595749659159072|25.746488034890607,-12.295749659159071
25.746488034890607,-14.695749659159077|26.046488034890608,-14.395749659159076
25.746488034890607,-14.395749659159076|26.046488034890608,-14.095749659159075
25.746488034890607,-14.095749659159075|26.046488034890608,-13.795749659159075
25.746488034890607,-13.795749659159075|26.046488034890608,-13.495749659159074
25.746488034890607,-13.495749659159074|26.046488034890608,-13.195749659159073
25.746488034890607,-13.195749659159073|26.046488034890608,-12.895749659159073
25.746488034890607,-12.895749659159073|26.046488034890608,-12.595749659159072
25.746488034890607,-12.595749659159072|26.046488034890608,-12.295749659159071
25.746488034890607,-12.295749659159071|26.046488034890608,-11.99574965915907
26.046488034890608,-14.395749659159076|26.34648803489061,-14.095749659159075
26.046488034890608,-14.095749659159075|26.34648803489061,-13.795749659159075
26.046488034890608,-13.795749659159075|26.34648803489061,-13.495749659159074
26.046488034890608,-13.495749659159074|26.34648803489061,-13.195749659159073
26.046488034890608,-13.195749659159073|26.34648803489061,-12.895749659159073
26.046488034890608,-12.895749659159073|26.34648803489061,-12.595749659159072
26.046488034890608,-12.595749659159072|26.34648803489061,-12.295749659159071
26.046488034890608,-12.295749659159071|26.34648803489061,-11.99574965915907
26.046488034890608,-11.99574965915907|26.34648803489061,-11.69574965915907
26.34648803489061,-14.095749659159075|26.64648803489061,-13.795749659159075
26.34648803489061,-13.795749659159075|26.64648803489061,-13.495749659159074
26.34648803489061,-13.495749659159074|26.64648803489061,-13.195749659159073
26.34648803489061,-13.195749659159073|26.64648803489061,-12.895749659159073
26.34648803489061,-12.895749659159073|26.64648803489061,-12.595749659159072
26.34648803489061,-12.595749659159072|26.64648803489061,-12.295749659159071
26.34648803489061,-12.295749659159071|26.64648803489061,-11.99574965915907
26.34648803489061,-11.99574965915907|26.64648803489061,-11.69574965915907
26.34648803489061,-11.69574965915907|26.64648803489061,-11.395749659159069
26.64648803489061,-13.495749659159074|26.94648803489061,-13.195749659159073
26.64648803489061,-13.195749659159073|26.94648803489061,-12.895749659159073
26.64648803489061,-12.895749659159073|26.94648803489061,-12.595749659159072
26.64648803489061,-12.595749659159072|26.94648803489061,-12.295749659159071
26.64648803489061,-12.295749659159071|26.94648803489061,-11.99574965915907
26.64648803489061,-11.99574965915907|26.94648803489061,-11.69574965915907
26.64648803489061,-11.69574965915907|26.94648803489061,-11.395749659159069
26.94648803489061,-12.895749659159073|27.24648803489061,-12.595749659159072
26.94648803489061,-12.595749659159072|27.24648803489061,-12.295749659159071
26.94648803489061,-12.295749659159071|27.24648803489061,-11.99574965915907
26.94648803489061,-11.99574965915907|27.24648803489061,-11.69574965915907
26.94648803489061,-11.69574965915907|27.24648803489061,-11.395749659159069
26.94648803489061,-11.395749659159069|27.24648803489061,-11.095749659159068
26.94648803489061,-11.095749659159068|27.24648803489061,-10.795749659159068
26.94648803489061,-10.795749659159068|27.24648803489061,-10.495749659159067
26.94648803489061,-10.495749659159067|27.24648803489061,-10.195749659159066
26.94648803489061,-10.195749659159066|27.24648803489061,-9.895749659159065
26.94648803489061,-9.895749659159065|27.24648803489061,-9.595749659159065
26.94648803489061,-9.595749659159065|27.24648803489061,-9.295749659159064
26.94648803489061,-9.295749659159064|27.24648803489061,-8.995749659159063
27.24648803489061,-13.195749659159073|27.54648803489061,-12.895749659159073
27.24648803489061,-12.895749659159073|27.54648803489061,-12.595749659159072
27.24648803489061,-12.595749659159072|27.54648803489061,-12.295749659159071
27.24648803489061,-12.295749659159071|27.54648803489061,-11.99574965915907
27.24648803489061,-11.99574965915907|27.54648803489061,-11.69574965915907
27.24648803489061,-11.69574965915907|27.54648803489061,-11.395749659159069
27.24648803489061,-11.395749659159069|27.54648803489061,-11.095749659159068
27.24648803489061,-11.095749659159068|27.54648803489061,-10.795749659159068
27.24648803489061,-10.795749659159068|27.54648803489061,-10.495749659159067
27.24648803489061,-10.495749659159067|27.54648803489061,-10.195749659159066
27.24648803489061,-10.195749659159066|27.54648803489061,-9.895749659159065
27.24648803489061,-9.895749659159065|27.54648803489061,-9.595749659159065
27.24648803489061,-9.595749659159065|27.54648803489061,-9.295749659159064
27.24648803489061,-9.295749659159064|27.54648803489061,-8.995749659159063
27.24648803489061,-8.995749659159063|27.54648803489061,-8.695749659159063
27.54648803489061,-13.195749659159073|27.846488034890612,-12.895749659159073
27.54648803489061,-12.895749659159073|27.846488034890612,-12.595749659159072
27.54648803489061,-12.595749659159072|27.846488034890612,-12.295749659159071
27.54648803489061,-12.295749659159071|27.846488034890612,-11.99574965915907
27.54648803489061,-11.99574965915907|27.846488034890612,-11.69574965915907
27.54648803489061,-11.69574965915907|27.846488034890612,-11.395749659159069
27.54648803489061,-11.395749659159069|27.846488034890612,-11.095749659159068
27.54648803489061,-11.095749659159068|27.846488034890612,-10.795749659159068
27.54648803489061,-10.795749659159068|27.846488034890612,-10.495749659159067
27.54648803489061,-10.495749659159067|27.846488034890612,-10.195749659159066
27.54648803489061,-10.195749659159066|27.846488034890612,-9.895749659159065
27.54648803489061,-9.895749659159065|27.846488034890612,-9.595749659159065
27.54648803489061,-9.595749659159065|27.846488034890612,-9.295749659159064
27.54648803489061,-9.295749659159064|27.846488034890612,-8.995749659159063
27.54648803489061,-8.995749659159063|27.846488034890612,-8.695749659159063
27.846488034890612,-12.895749659159073|28.146488034890613,-12.595749659159072
27.846488034890612,-12.595749659159072|28.146488034890613,-12.295749659159071
27.846488034890612,-12.295749659159071|28.146488034890613,-11.99574965915907
27.846488034890612,-11.99574965915907|28.146488034890613,-11.69574965915907
27.846488034890612,-11.69574965915907|28.146488034890613,-11.395749659159069
27.846488034890612,-11.395749659159069|28.146488034890613,-11.095749659159068
27.846488034890612,-11.095749659159068|28.146488034890613,-10.795749659159068
27.846488034890612,-10.795749659159068|28.146488034890613,-10.495749659159067
27.846488034890612,-10.495749659159067|28.146488034890613,-10.195749659159066
27.846488034890612,-10.195749659159066|28.146488034890613,-9.895749659159065
27.846488034890612,-9.895749659159065|28.146488034890613,-9.595749659159065
27.846488034890612,-9.595749659159065|28.146488034890613,-9.295749659159064
27.846488034890612,-9.295749659159064|28.146488034890613,-8.995749659159063
27.846488034890612,-8.995749659159063|28.146488034890613,-8.695749659159063
28.146488034890613,-11.69574965915907|28.446488034890614,-11.395749659159069
28.146488034890613,-11.395749659159069|28.446488034890614,-11.095749659159068
28.146488034890613,-11.095749659159068|28.446488034890614,-10.795749659159068
28.146488034890613,-10.795749659159068|28.446488034890614,-10.495749659159067
28.146488034890613,-10.495749659159067|28.446488034890614,-10.195749659159066
28.146488034890613,-10.195749659159066|28.446488034890614,-9.895749659159065
28.146488034890613,-9.895749659159065|28.446488034890614,-9.595749659159065
28.146488034890613,-9.595749659159065|28.446488034890614,-9.295749659159064
28.146488034890613,-9.295749659159064|28.446488034890614,-8.995749659159063
28.146488034890613,-8.995749659159063|28.446488034890614,-8.695749659159063
28.446488034890614,-11.395749659159069|28.746488034890614,-11.095749659159068
28.446488034890614,-11.095749659159068|28.746488034890614,-10.795749659159068
28.446488034890614,-10.795749659159068|28.746488034890614,-10.495749659159067
28.446488034890614,-10.495749659159067|28.746488034890614,-10.195749659159066
28.446488034890614,-10.195749659159066|28.746488034890614,-9.895749659159065
28.446488034890614,-9.895749659159065|28.746488034890614,-9.595749659159065
28.446488034890614,-9.595749659159065|28.746488034890614,-9.295749659159064
28.446488034890614,-9.295749659159064|28.746488034890614,-8.995749659159063
28.446488034890614,-8.995749659159063|28.746488034890614,-8.695749659159063
28.746488034890614,-10.795749659159068|29.046488034890615,-10.495749659159067
28.746488034890614,-10.495749659159067|29.046488034890615,-10.195749659159066
28.746488034890614,-9.895749659159065|29.046488034890615,-9.595749659159065
28.746488034890614,-9.595749659159065|29.046488034890615,-9.295749659159064
28.746488034890614,-9.295749659159064|29.046488034890615,-8.995749659159063
28.746488034890614,-8.995749659159063|29.046488034890615,-8.695749659159063
28.746488034890614,-8.695749659159063|29.046488034890615,-8.395749659159062
29.046488034890615,-10.495749659159067|29.346488034890616,-10.195749659159066
29.046488034890615,-10.195749659159066|29.346488034890616,-9.895749659159065
29.046488034890615,-9.895749659159065|29.346488034890616,-9.595749659159065
29.046488034890615,-9.595749659159065|29.346488034890616,-9.295749659159064
29.046488034890615,-9.295749659159064|29.346488034890616,-8.995749659159063
29.046488034890615,-8.995749659159063|29.346488034890616,-8.695749659159063
29.046488034890615,-8.695749659159063|29.346488034890616,-8.395749659159062
29.046488034890615,-8.395749659159062|29.346488034890616,-8.095749659159061
29.046488034890615,-8.095749659159061|29.346488034890616,-7.795749659159061
29.346488034890616,-10.195749659159066|29.646488034890616,-9.895749659159065
29.346488034890616,-9.595749659159065|29.646488034890616,-9.295749659159064
29.346488034890616,-9.295749659159064|29.646488034890616,-8.995749659159063
29.346488034890616,-8.995749659159063|29.646488034890616,-8.695749659159063
29.346488034890616,-8.695749659159063|29.646488034890616,-8.395749659159062
29.346488034890616,-8.395749659159062|29.646488034890616,-8.095749659159061
29.346488034890616,-8.095749659159061|29.646488034890616,-7.795749659159061
29.346488034890616,-7.795749659159061|29.646488034890616,-7.4957496591590616
29.346488034890616,-7.4957496591590616|29.646488034890616,-7.195749659159062
29.346488034890616,-7.195749659159062|29.646488034890616,-6.895749659159062
29.346488034890616,-6.895749659159062|29.646488034890616,-6.595749659159062
29.646488034890616,-9.595749659159065|29.946488034890617,-9.295749659159064
29.646488034890616,-9.295749659159064|29.946488034890617,-8.995749659159063
29.646488034890616,-8.995749659159063|29.946488034890617,-8.695749659159063
29.646488034890616,-8.695749659159063|29.946488034890617,-8.395749659159062
29.646488034890616,-8.395749659159062|29.946488034890617,-8.095749659159061
29.646488034890616,-8.095749659159061|29.946488034890617,-7.795749659159061
29.646488034890616,-7.795749659159061|29.946488034890617,-7.4957496591590616
29.646488034890616,-7.4957496591590616|29.946488034890617,-7.195749659159062
29.646488034890616,-7.195749659159062|29.946488034890617,-6.895749659159062
29.646488034890616,-6.895749659159062|29.946488034890617,-6.595749659159062
29.646488034890616,-6.595749659159062|29.946488034890617,-6.295749659159062
29.646488034890616,-6.295749659159062|29.946488034890617,-5.995749659159062
29.646488034890616,-5.995749659159062|29.946488034890617,-5.695749659159063
29.646488034890616,-5.695749659159063|29.946488034890617,-5.395749659159063
29.946488034890617,-9.595749659159065|30.246488034890618,-9.295749659159064
29.946488034890617,-9.295749659159064|30.246488034890618,-8.995749659159063
29.946488034890617,-8.995749659159063|30.246488034890618,-8.695749659159063
29.946488034890617,-8.695749659159063|30.246488034890618,-8.395749659159062
29.946488034890617,-8.395749659159062|30.246488034890618,-8.095749659159061
29.946488034890617,-8.095749659159061|30.246488034890618,-7.795749659159061
29.946488034890617,-7.795749659159061|30.246488034890618,-7.4957496591590616
29.946488034890617,-7.4957496591590616|30.246488034890618,-7.195749659159062
29.946488034890617,-7.195749659159062|30.246488034890618,-6.895749659159062
29.946488034890617,-6.895749659159062|30.246488034890618,-6.595749659159062
29.946488034890617,-6.595749659159062|30.246488034890618,-6.295749659159062
29.946488034890617,-6.295749659159062|30.246488034890618,-5.995749659159062
29.946488034890617,-5.995749659159062|30.246488034890618,-5.695749659159063
29.946488034890617,-5.695749659159063|30.246488034890618,-5.395749659159063
29.946488034890617,-5.395749659159063|30.246488034890618,-5.095749659159063
30.246488034890618,-8.995749659159063|30.54648803489062,-8.695749659159063
30.246488034890618,-8.695749659159063|30.54648803489062,-8.395749659159062
30.246488034890618,-8.395749659159062|30.54648803489062,-8.095749659159061
30.246488034890618,-8.095749659159061|30.54648803489062,-7.795749659159061
30.246488034890618,-7.795749659159061|30.54648803489062,-7.4957496591590616
30.246488034890618,-7.4957496591590616|30.54648803489062,-7.195749659159062
30.246488034890618,-7.195749659159062|30.54648803489062,-6.895749659159062
30.246488034890618,-6.895749659159062|30.54648803489062,-6.595749659159062
30.246488034890618,-6.595749659159062|30.54648803489062,-6.295749659159062
30.246488034890618,-6.295749659159062|30.54648803489062,-5.995749659159062
30.246488034890618,-5.695749659159063|30.54648803489062,-5.395749659159063
30.246488034890618,-5.395749659159063|30.54648803489062,-5.095749659159063
30.246488034890618,-5.095749659159063|30.54648803489062,-4.795749659159063
30.246488034890618,-4.795749659159063|30.54648803489062,-4.495749659159063
30.54648803489062,-9.895749659159065|30.84648803489062,-9.595749659159065
30.54648803489062,-9.595749659159065|30.84648803489062,-9.295749659159064
30.54648803489062,-9.295749659159064|30.84648803489062,-8.995749659159063
30.54648803489062,-8.995749659159063|30.84648803489062,-8.695749659159063
30.54648803489062,-8.395749659159062|30.84648803489062,-8.095749659159061
30.54648803489062,-8.095749659159061|30.84648803489062,-7.795749659159061
30.54648803489062,-7.795749659159061|30.84648803489062,-7.4957496591590616
30.54648803489062,-7.4957496591590616|30.84648803489062,-7.195749659159062
30.54648803489062,-7.195749659159062|30.84648803489062,-6.895749659159062
30.54648803489062,-6.895749659159062|30.84648803489062,-6.595749659159062
30.54648803489062,-6.595749659159062|30.84648803489062,-6.295749659159062
30.54648803489062,-6.295749659159062|30.84648803489062,-5.995749659159062
30.54648803489062,-5.995749659159062|30.84648803489062,-5.695749659159063
30.54648803489062,-5.695749659159063|30.84648803489062,-5.395749659159063
30.54648803489062,-5.395749659159063|30.84648803489062,-5.095749659159063
30.54648803489062,-5.095749659159063|30.84648803489062,-4.795749659159063
30.54648803489062,-4.795749659159063|30.84648803489062,-4.495749659159063
30.54648803489062,-4.495749659159063|30.84648803489062,-4.1957496591590635
30.54648803489062,-4.1957496591590635|30.84648803489062,-3.8957496591590637
30.54648803489062,-3.8957496591590637|30.84648803489062,-3.595749659159064
30.84648803489062,-9.895749659159065|31.14648803489062,-9.595749659159065
30.84648803489062,-9.595749659159065|31.14648803489062,-9.295749659159064
30.84648803489062,-9.295749659159064|31.14648803489062,-8.995749659159063
30.84648803489062,-8.995749659159063|31.14648803489062,-8.695749659159063
30.84648803489062,-8.695749659159063|31.14648803489062,-8.395749659159062
30.84648803489062,-8.395749659159062|31.14648803489062,-8.095749659159061
30.84648803489062,-8.095749659159061|31.14648803489062,-7.795749659159061
30.84648803489062,-7.795749659159061|31.14648803489062,-7.4957496591590616
30.84648803489062,-7.4957496591590616|31.14648803489062,-7.195749659159062
30.84648803489062,-6.595749659159062|31.14648803489062,-6.295749659159062
30.84648803489062,-6.295749659159062|31.14648803489062,-5.995749659159062
30.84648803489062,-5.995749659159062|31.14648803489062,-5.695749659159063
30.84648803489062,-5.695749659159063|31.14648803489062,-5.395749659159063
30.84648803489062,-5.395749659159063|31.14648803489062,-5.095749659159063
30.84648803489062,-5.095749659159063|31.14648803489062,-4.795749659159063
30.84648803489062,-4.795749659159063|31.14648803489062,-4.495749659159063
30.84648803489062,-4.495749659159063|31.14648803489062,-4.1957496591590635
30.84648803489062,-3.8957496591590637|31.14648803489062,-3.595749659159064
31.14648803489062,-9.895749659159065|31.44648803489062,-9.595749659159065
31.14648803489062,-9.595749659159065|31.44648803489062,-9.295749659159064
