host_id,guidebook_title,guidebook_url
532236013,Best Brunch in Marrakech at the Best Price,https://www.airbnb.com/s/guidebooks?refinement_paths[]=/guidebooks/5721980
532236013,"Your Practical Guide to a Perfect Stay in Izdihar, Marrakech",https://www.airbnb.com/s/guidebooks?refinement_paths[]=/guidebooks/6187061
532236013,What to do in La Palmeraie?,https://www.airbnb.com/s/guidebooks?refinement_paths[]=/guidebooks/6229100
